"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Myl10",0,1.07185861818852,0,2.27927921544694,0,0,5.25148017286906,0
"Col26a1",42.80640482013,23.5808896001473,10.0036090460357,71.7972952865787,14.5973666385192,25.8443374350806,35.0098678191271,23.5483363236692
"Gm20485",0,0,1.00036090460357,0,0,0,0,0
"Gm43649",0,1.07185861818852,0,0,0,0,0,0
"Ift22",951.813001294654,887.498935860091,649.234227087719,749.882861882044,714.14809093063,864.862292023948,755.337898197666,685.592991823398
"4933404O12Rik",203.959928848855,162.922509964654,205.073985443733,200.576570959331,156.079535596474,178.141325891806,163.671132054419,209.243788476032
"Fis1",3940.7072672649,4348.53041399081,2790.00656293937,2659.91884442658,3218.15790661507,3989.25808551494,3263.79492743812,2620.59342801976
"Cldn15",217.809059820073,177.928530619294,192.069293683886,222.229723506077,227.943494432261,320.285181784749,224.063154042413,199.151644337317
"Znhit1",1781.50184766129,1898.26161281186,1474.53197338567,1419.99095122345,1563.04110467836,2264.14856172331,1711.10728965983,1361.09383950808
"Plod3",12679.5089101038,13019.8666351359,15988.7683382789,17349.8733879821,14560.3117847445,16455.4588497363,10939.7084467817,14895.3319391346
"Vgf",3.77703571942323,31.0838999274669,12.0043308552429,11.3963960772347,10.1058692112825,23.075301281322,7.87722025930359,8.0737153109723
"Ap1s1",3184.04111147378,3577.86406751326,3650.31694089844,3396.12603101595,3598.81231357338,4374.15411088739,3002.09616549014,3018.89671669439
"Serpine1",16617.6981535557,30070.9935332788,35435.7843237724,43431.6654503415,31053.0903375575,44644.2468949993,27951.878466791,28761.9379857296
"Trim56",5598.8259480917,5722.65316250848,6265.26034553218,6182.54487189984,5449.30925359489,5014.72447445689,5528.93337533564,6655.43265467816
"Muc3",0,0,4.00144361841429,0,2.24574871361833,2.76903615375864,0,0
"Gm40348",0,0,0,0,0,0,0,2.01842882774307
"Gm31160",0,0,2.00072180920715,0,4.49149742723667,0,0,1.34561921849538
"Gm20768",0,3.21557585456555,2.00072180920715,1.13963960772347,3.3686230704275,0.923012051252879,1.75049339095635,2.69123843699077
"Muc3a",0,2.14371723637703,0,2.27927921544694,0,0,3.50098678191271,0.672809609247692
"Gm42456",0,0,0,0,0,0.923012051252879,0.875246695478176,0
"Ache",117.08810730212,168.281803055597,133.048000312275,156.130626258116,203.240258582459,101.531325637817,149.667184926768,127.833825757061
"Mir8116",13.8491309712185,6.43115170913109,5.00180452301787,13.6756752926817,8.98299485447333,2.76903615375864,10.5029603457381,12.1105729664584
"Ufsp1",52.8785000719252,72.886386036819,72.0259851314573,62.680178424791,69.6182101221683,49.8426507676555,53.3900484241688,47.0966726473384
"Srrt",7045.4306286308,9453.7930124227,8622.1106367782,8148.42319522282,8679.81877813486,9130.43521099348,8005.88152353888,8632.82009625713
"Trip6",4336.03700589787,4775.13014402984,4367.5757094992,3879.3332246907,4310.71465579039,4967.650859843,4387.6116844321,3726.01961601372
"Slc12a9",1246.42178740967,1390.2006277905,1484.5355824317,1451.9008602397,1497.91439198343,1394.6712094431,1392.51749250578,1280.35668639836
"Ephb4",3477.39088568232,3106.24627551032,3566.28662491174,3755.11250744884,3748.154603029,3397.60736066185,3465.1016673981,3847.79815528755
