"","NEG1","NEG2","NEG3","NEG4","POS1","POS2","POS3","POS4"
"Senp3",3013,4070,4062,3413,3593,4875,4634,5786
"Tnfsf13os",9,3,14,6,25,10,17,9
"Tnfsfm13",63,98,103,72,115,110,104,145
"Tnfsf13",39,89,96,67,75,60,108,125
"Tnfsf12",2114,2192,2501,1880,2160,2898,2459,2124
"Gm12307",0,2,1,0,0,2,3,3
"Polr2a",9635,13633,17067,16912,13702,15924,17577,21438
"Zbtb4",7914,8837,11890,9143,9346,9106,11665,16689
"Chrnb1",386,459,362,385,330,385,538,556
"Fgf11",827,1012,1138,985,970,999,1198,1751
"Tmem102",0,5,6,1,6,8,0,15
"Gm39566",0,2,0,1,0,0,0,0
"Spem2",3,12,2,7,4,11,7,3
"Spem1",25,89,67,73,73,124,80,51
"Nlgn2",8476,13591,16241,13749,13750,16080,14104,21602
"Tmem256",1037,1077,713,610,859,1470,1224,955
"Plscr3",5672,5549,8510,7074,7517,9579,7240,10333
"Tnk1",153,133,275,158,265,274,225,369
"Tmem95",135,272,297,246,239,423,275,417
"Kctd11",3171,3778,5285,3965,4506,5696,4482,8203
"Acap1",3,11,17,13,19,11,12,9
"2810408A11Rik",69,84,94,70,83,79,115,95
"Neurl4",2221,2542,3185,2506,2690,2900,3046,4708
"Gps2",1723,2033,2162,1740,1946,2513,2313,2707
"Eif5a",22213,31026,31777,26077,27559,46192,34640,41592
"Ybx2",107,151,98,117,132,104,134,167
"Slc2a4",322,445,348,421,483,533,545,549
"Gm12310",0,0,0,0,1,0,0,0
"Cldn7",6,7,16,25,60,108,25,48
"Elp5",1533,1642,1938,1588,1779,2628,2070,2312
"Ctdnep1",6126,7120,9067,7224,7763,10562,7822,10755
"Gabarap",16979,18793,17487,14684,16636,25649,24199,22732
"Phf23",2084,2488,2695,2401,2669,3608,3119,4274
"Dvl2",1682,1834,2167,1838,2025,2347,2208,3218
"Acadvl",4572,5351,5237,4609,4445,6243,5617,7348
"Dlg4",4756,6034,6087,5615,5460,6926,6642,9210
"Asgr1",12,6,3,13,10,11,8,14
"Asgr2",2,1,4,0,1,0,4,2
"Mgl2",6,22,8,12,4,8,44,24
"Clec10a",3,4,8,5,15,11,57,16
"Slc16a11",5,10,3,10,7,1,18,11
"Slc16a13",39,21,49,30,34,18,50,48
"Bcl6b",85,126,97,80,89,86,81,155
"Mir497b",0,2,0,0,0,0,0,0
"0610010K14Rik",25,37,40,52,29,36,42,37
"Gm21988",7,2,4,4,7,8,5,9
"Rnasek",20,13,21,8,15,16,26,14
"Alox12",42,46,21,22,18,26,50,40
"Alox12e",0,0,0,1,2,3,0,2
"Alox15",1,7,16,8,7,11,9,32
"Gm12312",0,3,1,3,3,1,1,1
"Pelp1",2027,2886,3092,2479,2581,3852,2752,4317
"Arrb2",694,792,724,678,761,1060,978,1080
"Med11",383,522,302,318,358,608,465,527
"Cxcl16",1248,1822,1907,1350,1593,2746,2114,3225
"Zmynd15",303,483,519,372,474,735,509,1008
"Vmo1",14,22,18,12,14,5,15,28
"Gm12317",0,0,0,0,0,0,1,0
"Gltpd2",3,2,7,10,3,10,0,15
"Psmb6",3590,4564,3016,2638,3259,5536,4733,5357
"Gm10418",3,3,1,2,0,0,0,1
"Pld2",2566,2679,3681,3080,3244,3414,3793,4979
"Mink1",3238,4212,4764,4166,4213,4727,5082,7050
"Gm12316",0,1,0,0,0,0,0,0
"Chrne",1,0,2,0,0,0,0,0
"4930544D05Rik",2,0,0,1,0,0,0,3
"Gp1ba",2,3,0,0,0,0,0,0
"Slc25a11",2659,3069,3231,2900,2857,3701,3280,4074
"Rnf167",2957,2864,3189,2658,2967,3528,3824,3889
"Pfn1",14855,16605,19106,16068,17181,28460,19049,23932
"Gm12319",12,21,16,21,22,20,24,45
"Eno3",261,381,306,229,310,346,365,364
"Spag7",1794,2209,2108,1636,1839,2579,2108,3072
"Camta2",2605,2991,4077,3521,3768,4041,3926,5606
"Inca1",26,31,23,24,11,24,42,25
"Kif1c",12153,17400,18157,14671,15298,18227,17121,24494
"Gm12320",0,0,0,0,1,0,0,0
"Zfp3",155,141,157,131,118,121,154,231
"Scimp",0,0,1,0,1,0,1,0
"Rabep1",2772,3358,3327,2870,2673,3487,3801,5840
"Gm19967",6,7,3,7,10,2,6,4
"Rpl23a-ps2",3,2,0,0,2,0,1,3
"Gm12322",0,1,0,1,0,2,3,2
"Nup88",2567,2648,3043,2649,2649,3392,3800,4603
"Rpain",470,708,538,536,533,772,823,876
"C1qbp",2140,2865,2773,2141,2621,4118,2846,3948
"Dhx33",1757,1973,2669,2315,2359,2797,2759,4308
"Gm22297",2,0,1,4,0,0,0,1
"Derl2",2164,2548,2485,2128,2246,3440,2821,4144
"Mis12",711,909,1185,937,950,1264,1039,1904
"6330403K07Rik",56,78,44,16,29,38,84,56
"Nlrp1a",0,0,0,1,1,0,5,0
"Nlrp1b",0,0,0,0,4,0,1,0
"Nlrp1c-ps",0,0,0,0,0,0,2,0
"Gm33351",0,0,0,2,0,0,0,0
"Wscd1",7,1,7,1,2,4,6,4
"Aipl1",8,15,13,10,10,3,8,15
"Pimreg",90,134,90,88,61,80,96,138
"Pitpnm3",74,171,59,88,105,110,172,198
"4933427D14Rik",3,4,8,3,2,1,6,8
"Gm43951",44,67,47,49,39,50,62,105
"Txndc17",3631,3742,3223,2614,3187,5175,4666,4709
"Med31",403,399,276,251,381,528,551,490
"4930563E22Rik",31,20,10,24,12,16,29,17
"Slc13a5",1,0,1,0,1,0,2,2
"Xaf1",1179,1180,1333,1267,1131,2009,1581,2302
"Fbxo39",4,6,2,9,1,7,17,18
"Tekt1",0,1,0,0,0,0,0,0
"Smtnl2",59,96,74,70,69,104,100,109
"Ggt6",7,18,8,11,17,11,18,17
"Mybbp1a",4794,7937,7832,5955,6053,9902,7447,12207
"Spns2",343,588,784,819,875,656,546,870
"Spns3",5,8,10,10,35,19,8,21
"Gm12712",4,4,2,4,5,3,2,13
"Ube2g1",2035,1808,2194,2016,2193,2773,2904,4177
"Ankfy1",6184,6820,9849,8297,7804,8616,9276,14523
"Cyb5d2",571,537,697,493,527,707,742,985
"Zzef1",3564,4520,6051,5607,4897,5138,5972,8950
"Gm6733",15,6,12,15,6,10,12,30
"Gm26121",0,2,1,0,2,0,8,0
"Atp2a3",477,600,327,524,560,841,860,641
"P2rx1",192,155,105,201,182,358,285,255
"4732414G09Rik",1,6,1,2,5,5,1,3
"Camkk1",1270,1391,1893,1441,1873,2412,1774,2947
"Ncbp3",1594,1963,2057,1886,1954,2227,2288,3786
"Itgae",2,0,3,10,8,1,1,2
"Haspin",17,15,22,17,18,15,21,26
"P2rx5",81,156,82,102,71,88,103,132
"Emc6",861,940,971,776,976,1592,1269,1463
"Tax1bp3",1193,1246,1271,1230,1229,1583,1982,2372
"Ctns",1162,1153,1394,1247,1400,1498,1891,1999
"Shpk",652,702,471,450,429,640,862,882
"Trpv1",83,91,42,63,70,105,101,105
"Trpv3",8,12,1,13,11,6,23,21
"Aspa",205,195,133,126,138,139,389,246
"Spata22",0,0,0,0,3,0,2,0
"Gm12328",2,0,2,2,1,1,2,2
"Gm12331",1,1,2,1,2,0,3,1
"Gm12332",0,0,0,0,0,0,1,0
"Rap1gap2",360,517,569,462,408,429,469,802
"Ccdc92b",2,8,6,6,10,0,9,17
"Cluh",2066,2996,3981,3130,3135,4541,3251,6041
"Pafah1b1",11366,13301,15764,13494,13120,15910,15242,22524
"Mettl16",1360,1495,1868,1419,1616,2431,1643,3321
"Mnt",2544,2887,3820,2831,3393,3468,3474,5677
"Sgsm2",4205,4577,5567,4549,5266,6609,6601,8468
"Mir6926",0,0,0,2,0,0,0,0
"Tsr1",1682,2437,2597,1943,2086,2994,2013,3948
"Snord91a",4,9,2,8,3,10,13,13
"Gm22771",1,1,3,2,2,2,2,6
"Srr",1554,1262,1705,1517,1499,1727,2199,2574
"Smg6",3241,4053,5090,4346,4665,5168,5104,7265
"Gm12333",0,0,0,0,0,3,1,1
"Gm12335",0,1,1,2,3,2,4,3
"Rps12-ps19",2,1,1,2,1,4,4,0
"Hic1",8230,7204,11285,8320,9942,11705,10213,16942
"1700016P03Rik",172,486,254,303,242,328,333,308
"Mir212",40,80,63,67,39,61,43,71
"Mir132",30,61,21,45,18,46,26,31
"Ovca2",519,518,549,450,538,695,677,792
"Dph1",264,338,428,437,458,519,455,766
"Rtn4rl1",2096,2061,2229,2108,1991,2057,2775,2929
"Rpa1",1997,2352,2567,2166,2349,2715,2947,3853
"Smyd4",250,294,329,271,298,284,433,470
"Serpinf1",104125,119139,145132,106243,113902,156256,143827,172357
"Gm12337",1,0,2,1,1,3,0,0
"Serpinf2",1,2,2,3,6,9,5,4
"Wdr81",1878,2101,3149,2541,2775,2467,2883,4299
"Mir22hg",2911,3792,3333,3400,3173,4202,5414,4288
"Tlcd2",825,903,959,699,700,1024,1071,1114
"Prpf8",12284,14042,20509,16470,15900,16519,18880,30782
"Rilp",280,293,296,269,259,308,363,420
"Scarf1",177,261,291,359,319,324,275,415
"Gm45606",37,37,42,20,32,48,35,41
"Slc43a2",462,780,769,673,783,568,711,1033
"Mir3971",0,2,0,0,0,0,0,0
"Pitpna",9679,11957,12537,10429,10485,15112,12761,17450
"Gm12338",9,7,7,3,2,11,9,7
"Inpp5k",2117,2172,2407,2184,2282,2310,3237,3310
"Myo1c",11898,14827,23028,19487,19191,22141,18368,32130
"Crk",8881,9681,10229,9028,8642,10597,12707,16384
"Ywhae",18954,20875,19999,17475,18526,29344,27877,33015
"Doc2b",470,569,752,721,777,852,692,1059
"Gm12339",2,2,3,8,3,0,1,3
"Rph3al",13,17,13,13,29,19,18,26
"Gm16075",2,3,3,3,0,0,7,3
"1700016K19Rik",0,2,0,0,0,1,0,0
"Rflnb",1174,1771,1646,1386,1304,1451,1377,2023
"Vps53",1573,1690,1970,1661,1664,2200,2023,2811
"Glod4",2045,2157,1945,1834,1786,2299,2803,3436
"Gm12340",0,0,0,0,0,1,1,0
"Tlcd3a",566,746,1052,780,726,1068,958,1371
"Gemin4",2,4,1,4,2,1,9,2
"Dbil5",0,0,0,0,3,1,7,4
"Mrm3",125,233,162,128,170,311,189,285
"Nxn",3535,6817,6145,5606,5054,8817,4158,9730
"Timm22",797,920,911,768,824,1333,1255,1469
"Abr",2617,3638,4324,3684,3694,4049,4411,6656
"Gm12341",0,0,0,0,0,0,0,1
"Rpl36-ps2",5,13,13,7,11,17,18,15
"Bhlha9",0,0,0,2,1,0,3,0
"Trarg1",648,736,604,902,724,791,976,1398
"Gosr1",2518,2270,3933,3022,3346,3640,3614,5371
"Cpd",10717,10366,16536,14103,12695,11966,15135,23527
"Tmigd1",149,74,48,78,63,79,136,101
"Blmh",2750,3719,2890,2758,2573,4119,3653,4789
"Slc6a4",78,70,56,59,61,36,43,65
"Nsrp1",959,1149,1173,881,1031,1090,1128,1870
"Efcab5",86,100,82,72,65,62,168,131
"Gm12344",0,0,1,0,1,0,0,0
"Gm12345",1,2,0,1,1,1,1,9
"Gm45027",1,3,2,1,2,0,5,1
"Ssh2",5714,5730,8281,7158,6657,6514,9709,12074
"Gm12346",47,40,62,56,57,74,69,92
"Coro6",63,93,113,121,83,113,185,128
"Ankrd13b",1600,2313,2623,2092,2333,2779,2215,3506
"Git1",7343,7909,12048,9690,9766,11934,10459,14710
"Trp53i13",1819,1908,2370,1941,2073,2512,1923,2799
"Abhd15",34,46,44,43,36,69,46,111
"Gm10392",0,3,0,0,1,0,0,1
"Taok1",5776,6456,9800,8309,7304,7181,9316,13781
"Gm12734",0,0,0,0,1,0,0,1
"Gm12732",0,0,0,1,0,0,0,0
"Nufip2",3158,4518,4925,5195,4440,5498,6671,8628
"Gm11191",0,1,0,0,0,2,2,1
"Myo18a",1425,2632,2340,1901,1966,1911,2263,3413
"Gm10277",0,1,0,0,0,0,0,0
"Pipox",8,9,6,9,6,14,20,10
"Sez6",0,0,0,1,4,2,1,0
"Phf12",3091,3698,5287,4450,4283,4821,4942,7513
"Dhrs13os",3,15,17,9,18,9,12,6
"Dhrs13",260,380,277,277,272,461,294,372
"Flot2",7726,9027,10902,8303,9179,11831,10884,13717
"Mir144",0,0,0,0,0,2,0,0
"Eral1",609,662,786,616,729,826,841,1075
"Fam222b",762,767,1331,1111,1131,1201,1041,1831
"Gm12571",14,11,8,9,8,5,8,6
"Traf4",1153,1437,1896,1851,1952,2146,1830,2577
"Nek8",472,575,626,560,600,591,696,836
"Tlcd1",387,448,552,482,470,486,619,713
"Rpl23a",13285,11989,11331,9229,10173,17791,16698,15250
"Snord42a",1,0,1,0,2,2,7,2
"Snord4a",1,6,3,3,3,9,6,1
"Snord42b",6,4,1,2,0,6,1,4
"Rab34",2899,3658,3970,3238,3445,4444,3909,5053
"Proca1",90,93,62,65,53,111,130,140
"Supt6",6566,10224,10799,8495,8146,10091,9543,15298
"Sdf2",2622,3058,2249,2345,2495,3756,3936,4300
"2610507B11Rik",11389,14281,17434,14459,14295,15497,15817,24821
"Rskr",28,27,28,34,28,41,39,30
"Gm3948",0,0,0,0,2,0,0,0
"Spag5",123,224,120,172,104,154,167,248
"Aldoc",2,4,0,8,74,77,4,27
"Pigs",3624,4008,5096,4355,4048,5089,4708,7040
"Unc119",168,278,264,168,193,280,289,271
"Slc13a2",0,0,0,0,19,5,0,0
"Slc46a1",405,516,578,554,640,702,659,925
"Sarm1",123,145,152,112,159,137,173,281
"Vtn",2621,3233,3328,3117,3123,3700,3921,4893
"Sebox",0,3,2,0,3,4,0,6
"Tmem199",255,278,211,228,271,402,304,473
"Poldip2",2163,2489,2766,2298,2476,3332,3094,4324
"Tnfaip1",4957,5774,7640,6025,6333,8003,6888,10551
"Ift20",2534,3669,2433,2228,2745,4383,3514,4253
"Tmem97",600,907,1155,875,898,1181,946,1395
"D11Bhm181e",0,2,0,1,0,0,0,0
"Nlk",565,756,895,798,796,845,996,1470
"Gm17235",0,0,0,0,0,0,0,1
"Gm11196",0,3,0,2,0,2,2,2
"Ccnq",673,521,607,483,510,731,631,868
"Lyrm9",153,195,169,169,189,117,235,232
"Nos2",58,27,71,58,46,34,49,57
"Lgals9",8930,6592,9642,7922,7872,12231,11130,12288
"Ksr1",2766,4645,5364,4266,5925,6254,5381,8647
"Gm11201",0,0,1,0,2,0,0,1
"Wsb1",10610,13100,11967,13582,11640,15725,21870,15219
"Nf1",3732,4620,6311,5101,4866,5145,6046,9277
"Gm11198",0,0,0,0,0,2,0,1
"AU040972",0,0,0,2,0,1,0,0
"Evi2",2,2,1,0,8,0,8,1
"Evi2a",556,392,457,504,439,417,622,549
"Rab11fip4",10,32,14,22,31,21,7,41
"Gm23293",0,0,0,0,0,0,0,1
"Rab11fip4os1",0,0,0,1,0,0,0,0
"Gm11205",0,1,0,2,1,0,1,4
"Mir193a",0,1,0,0,0,0,3,1
"Mir365-2",3,0,1,0,2,0,0,0
"9130204K15Rik",0,0,2,0,0,0,0,0
"Utp6",2455,2792,2848,2241,2342,3239,3044,4936
"Suz12",1551,1695,2067,1728,1642,1892,2194,3050
"Crlf3",1117,1111,1257,1026,1033,1415,1500,1706
"Atad5",208,272,281,255,253,251,335,426
"Tefm",125,141,113,92,138,171,215,284
"Adap2",394,656,450,580,531,365,706,981
"Adap2os",3,3,2,3,0,0,2,6
"Rnf135",517,464,551,447,437,547,570,836
"Rhot1",2377,2573,2970,2556,2734,2997,3490,4658
"Rhbdl3",697,961,1188,1033,977,1004,947,1655
"5730455P16Rik",1273,1594,1821,1586,1515,1596,2230,2857
"Zfp207",5275,6369,6443,6030,6472,8742,9281,12102
"Psmd11",2885,3531,3693,3012,3399,4634,3857,5662
"Cdk5r1",45,41,60,64,64,69,58,99
"Myo1d",1556,2003,2684,2199,1928,1927,2428,3638
"C030013C21Rik",8,14,0,4,1,2,6,2
"Tmem98",1653,1724,2257,1752,1940,2666,2558,3044
"Asic2",1,0,0,4,1,9,12,10
"Gm31522",16,21,18,11,20,14,15,35
"Ccl2",8768,16382,18468,16121,17467,30490,20660,17735
"Ccl7",9291,17044,13614,12141,17238,32364,22666,19806
"Ccl11",17720,17083,21007,14702,19546,27489,26039,27977
"Ccl12",1,0,2,0,1,3,0,3
"Ccl8",1541,2545,1791,1525,3056,3969,2906,2491
"Gm38577",1,0,0,0,1,0,0,0
"Tmem132e",42,69,88,92,96,92,90,138
"Cct6b",13,19,10,12,12,3,18,21
"Gm11420",0,0,0,1,0,0,0,0
"Zfp830",580,596,591,493,485,726,665,1142
"Gm11423",77,80,61,50,49,72,73,57
"Lig3",1323,1608,2085,1678,1666,1720,2010,3238
"Rffl",537,532,803,655,567,617,783,943
"Rad51d",814,856,898,821,869,840,1094,1318
"Nle1",424,708,672,428,554,947,656,853
"Unc45b",758,1527,1071,763,1035,1468,933,1475
"Unc45bos",175,216,125,105,150,175,224,245
"Slfn5os",10,3,1,1,2,8,0,0
"Slfn5",30469,40258,45336,30892,36658,49885,45895,74401
"Gm11424",4,9,18,9,10,17,12,23
"1190001M18Rik",6,7,8,10,17,4,8,10
"Slfn9",632,887,876,882,642,1192,774,1887
"mmu-mir-7679",0,2,4,0,1,0,1,1
"Slfn8",1370,1509,1620,1468,1257,1924,1634,3016
"Gm11425",21,44,47,28,14,17,45,61
"Slfn10-ps",311,329,416,379,203,276,358,742
"Gm48434",0,1,0,0,0,1,0,0
"Slfn2",573,469,425,362,394,970,656,872
"Gm20234",4,4,5,6,5,7,7,1
"Gm48462",0,0,0,0,2,0,0,0
"Slfn1",1,2,0,1,6,0,9,18
"Slfn4",10,8,38,13,27,15,42,18
"Slfn3",14,45,34,27,19,52,35,67
"AI662270",12,16,41,6,18,5,16,9
"Gm11427",19,4,66,4,9,6,9,12
"Slfn14",0,0,1,0,0,0,0,1
"AA465934",2,13,4,6,12,11,24,19
"Snord7",0,1,0,1,0,1,0,1
"Pex12",469,414,527,474,512,616,639,861
"Ap2b1",9038,11499,14799,12185,11859,15369,13836,20937
"Rasl10b",122,101,172,125,121,79,230,76
"1700020L24Rik",0,2,2,1,1,0,0,4
"Mmp28",159,203,172,215,161,144,200,295
"Taf15",2610,3794,3630,3292,3042,4193,3981,6729
"Heatr9",0,0,0,0,0,0,0,3
"Ccl5",28,37,27,16,32,41,41,30
"Ccl9",374,596,484,496,611,501,971,711
"E230016K23Rik",12,11,19,22,14,23,16,34
"Ccl6",99,61,127,213,215,127,575,140
"Rpl9-ps1",0,0,0,0,0,0,0,1
"Ccl3",11,6,11,5,7,2,39,4
"Ccl4",0,1,3,5,7,5,9,3
"Wfdc17",3,0,1,1,4,7,16,8
"Wfdc18",0,0,2,5,79,121,2,26
"Wfdc21",0,0,0,0,3,0,0,0
"Heatr6",1247,1437,1943,1621,1692,1757,1903,2880
"Gm11434",2,0,0,1,4,0,0,0
"Hnf1b",0,0,1,0,0,0,0,0
"Ddx52",1564,1680,1704,1543,1664,1630,2222,2722
"Synrg",2030,2267,3179,2512,2267,2462,2908,4165
"Dusp14",274,440,426,413,368,392,351,540
"Tada2a",890,955,1245,973,959,1124,1151,1599
"Acaca",1607,2469,3148,2352,2478,2602,2578,4400
"Gm11437",0,0,0,0,0,0,0,1
"Gm37391",0,0,0,0,0,0,1,0
"Aatf",904,1608,1386,990,996,1737,1276,1982
"Lhx1",1,0,2,0,0,0,0,1
"Mrm1",504,536,512,455,466,656,704,828
"Dhrs11",309,326,348,360,335,519,380,523
"4930502E09Rik",0,0,0,0,0,0,2,1
"Ggnbp2",3894,4719,4592,3547,3691,4551,4870,6298
"Pigw",120,152,130,141,125,212,151,278
"Myo19",478,832,1079,906,916,1123,942,1539
"Znhit3",187,217,157,111,202,280,330,289
"Car4",14,8,16,7,8,36,26,18
"Usp32",2009,2297,2904,2657,2293,2436,3134,4330
"Gm11440",0,1,1,0,1,0,2,1
"Gm11439",3,0,0,0,0,5,1,0
"Rpl13-ps1",10,7,5,6,3,8,11,5
"1700125H20Rik",0,1,1,0,0,0,0,1
"Appbp2",2866,3376,4741,3992,3990,4695,5403,7327
"Appbp2os",14,15,19,10,21,14,22,34
"Ppm1d",792,690,803,729,658,765,1069,1233
"Bcas3",1093,1231,1362,1233,1234,1488,1529,2101
"Bcas3os1",0,1,0,0,0,0,2,0
"Bcas3os2",2,7,0,2,1,1,3,2
"2610027K06Rik",37,18,18,35,33,39,47,41
"Tbx2",1658,2245,1789,2120,1918,2159,2010,2611
"Gm11444",0,0,0,0,0,0,2,0
"Tbx4",184,219,280,195,210,227,278,407
"Brip1",89,72,90,85,99,74,113,181
"Brip1os",4643,4621,5278,4719,4583,5618,6301,8019
"Ints2",839,1034,1479,1314,1201,1447,1538,2362
"Med13",5030,6062,8013,7612,6567,6280,8420,12968
"Rnft1",3126,2961,3284,3320,3181,3761,4882,6314
"Rps6kb1",2496,2982,3696,2937,3016,3769,3596,6188
"Tubd1",259,327,229,243,286,399,384,549
"Vmp1",5448,7204,5886,5857,6795,9263,9590,11166
"Gm11478",157,201,133,87,149,285,256,184
"Ptrh2",494,582,455,354,487,760,706,791
"Cltc",19020,22448,31000,24876,24167,27628,27735,45867
"Dhx40",2238,2432,2633,2400,2204,2821,3217,4054
"Ypel2",842,1035,1382,1051,1198,1016,1660,2021
"Gdpd1",272,272,287,241,262,341,408,403
"Gm11479",0,0,0,0,0,0,4,0
"Smg8",556,502,870,610,671,905,889,1314
"Prr11",165,245,213,269,148,208,221,361
"Ska2",403,398,420,343,382,479,613,754
"Gm11491",0,0,0,0,0,0,2,0
"Trim37",1248,1485,1482,1194,1322,1480,1733,2213
"Ppm1e",133,110,79,121,124,118,137,184
"Rad51c",23,23,22,28,20,28,26,60
"Tex14",11,15,23,16,15,5,21,16
"Septin4",1557,2426,1963,2135,2291,1955,2466,2824
"Mtmr4",1723,2338,2652,1908,2421,2968,2181,4004
"Hsf5",1,4,8,3,5,2,6,12
"Rnf43",3,0,3,4,31,22,4,15
"Supt4a",902,946,584,605,689,1002,1162,970
"Mir142hg",0,1,1,0,1,0,6,0
"Mir142",0,0,0,0,2,0,0,0
"Tspoap1",6,5,3,5,12,11,5,1
"Mpo",38,34,41,17,35,60,45,35
"Gm11505",2,1,1,0,0,3,1,0
"Lpo",0,0,0,0,0,2,0,0
"Mks1",397,383,462,365,412,435,481,676
"Olfr464",0,0,0,0,0,1,0,0
"Gm11507",0,0,0,0,0,0,1,0
"Dynll2",3904,5008,5379,4058,4337,5493,5408,7411
"Gm11508",1,9,3,8,3,10,4,13
"Srsf1",6590,9051,9542,7933,7732,10558,9394,15176
"Gm15892",0,5,3,6,2,10,12,5
"Vezf1",4291,4037,6193,4886,5156,5183,6597,8559
"Cuedc1",4680,6086,6239,4878,5369,6323,6585,7559
"Mrps23",1080,1123,907,858,966,1445,1382,1663
"Msi2",2810,3570,4316,3466,3150,3010,4389,5885
"Gm15893",0,0,0,1,1,0,2,2
"Gm11510",5,2,1,6,8,7,3,2
"C030037D09Rik",73,77,80,92,87,98,90,126
"Akap1",1826,2163,2649,2032,2218,2744,2737,3848
"Scpep1os",1,0,0,0,1,0,0,0
"Scpep1",15002,17072,19291,15058,17732,21061,22877,25462
"Elobl",0,0,0,0,0,0,1,2
"Coil",335,395,362,343,269,376,431,656
"Gm11496",7,2,2,3,1,0,5,4
"Trim25",4041,4185,5066,4688,4487,6440,6298,8621
"Dgke",377,494,536,524,448,476,524,655
"Dgkeos",0,5,2,2,4,1,3,2
"Gm525",9,2,6,8,4,3,4,18
"Nog",120,139,77,125,104,117,87,208
"Gm2018",0,0,0,0,0,0,0,1
"Ankfn1",3,4,5,0,0,0,4,6
"Pctp",493,392,404,299,296,316,551,447
"Tmem100",15104,12884,11190,10136,8803,11803,15822,15970
"Gm11494",53,28,16,17,7,24,33,12
"Gm45716",13,19,13,11,5,28,9,17
"Gm45883",0,0,1,0,0,0,0,1
"Mmd",830,792,906,825,851,1249,1203,1409
"Hlf",235,172,195,174,268,243,310,418
"Stxbp4",812,914,1129,1141,997,1008,1421,2041
"Gm11511",0,2,1,3,2,2,10,9
"Gm11512",3,5,2,2,3,3,1,4
"Cox11",430,455,494,438,407,628,552,816
"Tom1l1",243,227,286,247,269,228,344,453
"Gm11516",0,0,2,2,0,0,1,0
"Gm11500",0,0,0,0,0,1,0,0
"Car10",6,1,1,4,2,4,2,7
"Utp18",1009,1267,1206,949,1172,1723,1296,2018
"Mbtd1",1297,1426,1770,1715,1632,1748,2423,3053
"Nme2",55,61,44,41,59,111,95,84
"Nme1",651,981,746,562,668,1182,579,588
"Spag9",14409,16043,20528,18056,16395,17038,22193,31182
"Gm11518",1,0,1,0,0,0,0,1
"B230206L02Rik",1,16,5,5,8,4,17,8
"Tob1",4111,5931,6118,6771,4937,6134,7693,6877
"Wfikkn2",109,100,123,96,127,133,149,195
"Luc7l3",2125,2495,2360,2130,2105,2928,2735,4123
"Ankrd40",4853,5336,6756,5501,5437,6697,6779,9173
"Abcc3",85,168,209,211,217,322,249,406
"Cacna1g",2221,2390,2988,2539,2207,3035,3513,4237
"Spata20",1,5,3,1,0,0,0,0
"Epn3",5,6,4,4,37,21,2,29
"Mycbpap",31,22,29,17,26,36,27,47
"Rsad1",484,486,757,632,510,670,716,1119
"Acsf2",792,1069,1102,1096,1141,1264,1274,2106
"Chad",2415,1157,1471,1304,538,438,2393,1386
"Lrrc59",8971,13379,16450,13965,12737,20301,13702,24264
"Eme1",12,43,22,32,36,38,48,46
"Mrpl27",834,971,732,562,690,928,922,919
"Xylt2",2148,2739,3008,2415,2562,2794,2673,4228
"Gm11542",2,2,0,0,2,0,1,1
"Cdc34b",1,2,1,7,4,4,1,5
"Gm11545",0,1,1,2,0,3,1,3
"Gm11543",0,3,0,0,0,0,0,0
"A430060F13Rik",11,7,3,2,8,12,13,16
"Col1a1",1545026,2711386,3479182,3003583,3051712,3474568,2350574,4592217
"Sgca",88,108,48,73,64,79,152,58
"H1f9",1,2,4,1,0,1,1,2
"Ppp1r9b",11143,15187,16311,12982,13618,16705,14359,23397
"Samd14",3026,3604,4480,3309,3669,3874,4400,5220
"Pdk2",1842,1804,2173,1951,1994,2119,2465,3193
"Gm11513",0,0,0,0,2,0,0,0
"Itga3",129,149,67,106,216,239,199,201
"Dlx3",22,11,18,17,24,62,23,40
"Dlx4",20,20,26,32,40,62,31,73
"Dlx4os",5,11,10,5,14,26,8,15
"Gm11515",4,4,9,6,14,5,9,21
"Tac4",0,6,6,3,4,6,6,1
"Kat7",2333,2487,3744,3058,3283,3831,3480,5196
"Gm11520",15,10,10,3,8,3,13,5
"Gm11521",1,0,2,0,0,1,1,3
"Fam117a",1043,974,1519,1289,1474,1610,1508,2101
"Gm29477",2,0,0,2,1,0,0,0
"Slc35b1",2554,3623,3681,3054,3311,5041,3112,4666
"Spop",10001,9903,10776,9331,9118,11270,11883,16934
"Nxph3",18,15,17,17,18,151,29,93
"Ngfr",394,2254,628,740,520,4730,939,9816
"Gm11528",0,0,0,0,0,1,0,2
"Phb",1004,1382,1167,947,1123,1927,1663,1936
"Gm9796",6,9,17,12,21,9,18,14
"Zfp652os",5,15,12,9,13,14,20,17
"Zfp652",4718,6025,7257,5645,5286,5389,6371,9261
"Polr2k-ps",0,0,3,2,3,1,12,9
"Phospho1",8,6,11,3,9,23,7,5
"Abi3",336,354,330,264,251,431,328,425
"Gngt2",1308,1256,858,722,824,1327,1398,989
"Gm11527",0,0,1,0,0,0,0,0
"4833417C18Rik",10,10,12,4,1,4,8,14
"B4galnt2",0,0,0,0,1,0,0,0
"Gm11534",3,13,2,0,3,1,2,0
"Igf2bp1",0,0,0,6,2,0,0,0
"Snf8",1425,1946,1554,1308,1500,2240,1936,2398
"Ube2z",6531,7750,9431,8235,7924,11243,8984,12804
"Atp5g1",1116,1348,1357,1126,1248,2034,1505,1813
